Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Years_customer,Total_Expenses,Total_Acc_Cmp,Cluster
0,5,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,39,10,52,1,2
2,5,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,54,10,137,0,1
2,3,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,43,11,1919,1,0
2,5,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,52,9,68,0,2
2,5,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,58,10,25,0,2
3,5,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,71,11,1374,2,3
0,2,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,35,10,32,0,1
3,5,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,37,10,100,0,1
2,4,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,41,10,825,0,0
4,2,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,58,9,916,1,3
2,2,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,65,9,62,0,1
0,5,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,67,10,728,0,3
4,3,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,45,9,90,0,1
2,4,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,35,9,273,0,1
2,5,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,39,10,66,0,2
3,3,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,62,10,1213,1,0
2,6,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,57,11,107,1,2
2,4,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,76,9,1157,1,0
3,3,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,59,10,546,1,3
3,5,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,31,10,241,0,1
2,2,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,47,9,53,0,2
2,3,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,56,10,37,0,2
2,3,52247.25135379061,0,0,69,861,138,461,60,30,61,1,6,5,12,3,34,10,1611,2,3
3,4,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,47,10,1508,0,0
2,3,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,57,10,235,0,3
3,5,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,67,9,32,0,2
2,3,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,51,10,102,0,1
2,4,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,38,11,401,0,0
2,3,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,72,10,28,0,2
2,4,52247.25135379061,1,2,67,738,20,172,52,50,20,6,2,3,10,7,53,10,1052,2,3
2,3,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,52,10,680,0,0
2,3,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,49,10,30,0,1
4,2,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,58,9,20,0,1
4,2,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,62,10,1307,0,0
2,4,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,70,10,630,0,1
2,3,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,66,10,1283,0,3
4,2,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,47,10,65,0,2
2,3,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,39,10,37,0,2
4,3,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,73,10,38,0,3
4,4,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,37,10,160,0,2
2,4,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,40,10,23,0,2
4,4,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,34,10,71,0,1
4,3,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,67,10,1161,1,0
3,3,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,52,10,59,2,1
2,5,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,40,10,33,0,2
2,2,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,63,11,946,0,3
2,2,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,55,11,1442,4,0
2,3,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,51,11,62,0,2
2,5,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,58,10,1674,2,0
2,4,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,35,11,1538,0,0
2,2,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,37,10,139,0,1
4,3,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,54,11,1182,2,3
4,5,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,73,10,507,0,3
1,5,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,50,10,18,2,2
2,2,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,71,10,940,0,0
2,3,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,58,10,42,0,1
2,2,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,53,9,1190,1,0
2,6,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,52,11,44,0,2
3,3,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,47,9,16,1,1
2,3,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,66,10,835,0,0
2,3,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,37,10,1443,2,0
4,4,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,57,10,1029,1,0
2,3,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,49,11,1188,0,0
4,4,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,47,11,1277,0,3
2,4,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,45,10,49,0,1
2,3,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,68,10,99,1,3
4,3,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,54,11,1670,0,0
3,3,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,80,10,900,0,0
4,5,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,75,10,425,0,1
2,3,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,66,11,2153,1,0
4,6,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,54,9,636,0,3
2,3,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,45,9,57,0,2
4,3,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,45,11,25,0,1
2,3,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,56,11,494,0,3
2,4,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,54,11,693,0,3
2,3,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,63,10,1348,0,0
2,2,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,47,10,51,0,2
2,5,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,61,11,1932,0,0
4,4,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,48,11,990,0,3
0,3,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,39,9,30,0,1
2,3,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,48,11,254,0,1
3,4,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,53,10,29,1,2
2,4,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,57,11,1371,1,3
4,4,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,51,10,73,1,1
3,4,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,48,11,120,0,1
2,4,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,53,10,81,2,2
2,4,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,34,11,37,0,2
4,5,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,62,10,1377,0,0
2,4,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,54,10,51,0,2
4,3,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,54,10,17,0,1
2,3,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,38,10,22,0,2
2,6,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,69,11,324,0,2
0,3,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,50,11,211,0,1
3,4,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,42,9,19,0,1
2,4,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,52,10,41,0,2
3,5,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,55,10,492,2,1
2,5,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,63,11,1005,0,3
2,5,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,74,11,114,0,1
4,2,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,55,10,1173,0,0
2,5,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,44,9,1738,1,0
3,5,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,44,10,222,0,3
2,4,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,30,9,1127,0,0
4,3,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,77,10,209,0,3
3,3,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,55,9,787,0,0
4,5,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,32,10,1598,0,0
2,3,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,52,11,186,0,1
2,5,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,39,11,47,1,2
2,4,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,36,11,27,0,2
0,5,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,43,11,96,1,2
0,2,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,67,10,64,0,2
2,5,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,58,11,1040,0,0
2,4,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,49,10,163,0,1
2,5,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,63,10,343,0,2
4,4,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,68,10,446,2,3
2,3,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,58,9,41,0,1
4,4,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,51,11,70,1,2
4,2,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,52,9,272,0,0
4,5,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,49,10,46,0,2
2,3,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,60,11,490,0,3
0,4,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,41,11,79,1,2
2,3,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,47,11,915,0,3
4,3,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,68,10,1485,1,0
2,4,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,36,11,369,0,1
2,5,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,61,10,1073,0,0
4,3,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,80,9,1242,0,0
0,5,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,48,10,78,1,2
2,5,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,29,9,1378,4,0
2,4,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,42,10,1474,3,0
3,3,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,52,10,751,0,1
4,3,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,50,9,48,0,1
2,3,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,40,9,45,0,2
3,5,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,41,9,10,0,2
3,3,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,49,10,1435,3,0
4,3,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,82,10,2119,1,0
2,3,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,70,10,20,0,1
2,3,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,37,9,1795,3,0
2,3,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,34,9,1188,2,0
0,5,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,34,9,43,0,2
2,3,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,55,10,1008,0,3
4,4,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,62,10,1688,5,0
2,3,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,34,11,684,0,1
0,5,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,56,10,1082,0,0
2,3,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,59,10,1068,0,0
2,4,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,53,9,57,0,2
3,5,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,67,10,46,0,3
2,2,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,57,10,733,0,0
3,6,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,74,10,467,0,3
4,3,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,52,10,122,0,2
0,3,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,37,10,36,0,2
2,3,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,34,10,34,0,2
4,3,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,75,10,156,0,3
2,3,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,77,10,14,0,2
2,4,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,34,11,37,0,2
0,3,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,49,9,34,0,2
2,2,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,64,10,20,0,2
3,2,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,51,10,192,0,1
2,4,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,59,10,1379,2,0
2,3,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,47,10,48,0,2
4,3,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,70,10,428,0,3
2,4,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,68,10,868,0,3
2,3,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,54,10,1001,0,3
3,4,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,52,10,59,0,1
0,3,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,43,10,431,0,0
2,3,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,47,11,971,0,0
2,3,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,51,11,348,0,1
0,4,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,57,11,2059,3,0
3,3,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,39,10,265,2,1
2,3,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,71,9,270,0,3
0,5,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,41,11,1289,0,0
2,3,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,59,9,893,2,3
2,6,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,74,10,926,0,0
4,6,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,65,9,135,0,3
2,3,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,60,9,1495,1,0
2,3,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,48,9,120,0,1
4,4,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,54,9,1288,0,0
4,5,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,68,10,1743,3,0
2,6,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,53,11,15,0,2
2,3,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,72,9,542,0,3
4,5,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,52,11,890,0,1
2,3,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,48,10,1388,0,3
2,3,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,43,10,17,1,1
4,5,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,42,11,906,2,3
2,3,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,45,10,44,0,1
2,4,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,35,9,25,0,2
2,3,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,67,10,973,0,3
4,4,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,51,9,31,0,1
3,3,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,46,9,518,0,3
4,3,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,51,11,530,0,3
2,3,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,46,11,506,0,1
3,3,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,50,10,70,0,1
3,2,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,51,10,54,0,1
2,4,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,49,11,296,2,2
2,3,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,48,10,266,0,1
3,5,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,63,11,747,0,0
4,2,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,59,11,895,1,0
3,5,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,47,10,1053,0,0
2,3,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,49,10,735,0,3
2,3,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,54,9,20,0,2
0,6,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,71,11,205,0,2
4,5,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,65,11,2092,0,0
2,2,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,47,11,309,0,1
2,5,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,68,10,1722,1,0
3,4,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,59,10,900,0,3
4,2,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,79,10,682,1,3
3,2,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,61,10,663,0,3
2,2,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,45,9,43,0,3
4,5,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,52,10,1816,0,0
4,5,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,74,9,976,0,0
2,3,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,79,10,746,0,0
2,5,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,73,11,64,0,2
3,5,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,62,10,32,0,1
1,3,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,33,11,263,0,2
4,3,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,38,11,1445,0,0
3,5,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,67,10,46,0,3
2,6,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,70,11,1210,0,3
2,3,65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,47,10,945,0,0
2,4,81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,34,10,1157,0,0
2,3,34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,31,10,137,0,1
2,2,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,64,11,730,0,3
4,5,39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,42,10,216,1,1
2,4,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,44,10,943,0,3
2,3,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,59,10,347,1,1
3,5,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,64,9,1924,1,0
4,5,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,77,10,397,0,1
3,4,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,48,10,2089,0,0
2,3,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,62,10,138,0,1
2,4,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,33,10,42,0,2
2,5,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,64,10,777,0,0
3,3,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,79,9,1902,2,0
2,2,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,58,9,52,0,2
3,4,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,36,9,1651,1,0
2,3,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,32,10,358,0,1
2,3,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,70,11,1727,2,0
2,3,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,36,11,210,1,2
2,3,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,37,11,42,0,2
4,5,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,65,10,1291,0,0
3,3,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,46,9,442,0,3
2,4,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,59,11,1895,0,3
4,3,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,63,10,411,0,1
0,6,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,48,10,521,0,1
2,4,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,54,10,1168,0,0
3,5,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,46,9,493,1,3
2,3,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,61,10,260,0,0
2,4,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,41,10,46,0,2
3,5,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,72,10,319,0,1
2,5,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,56,9,96,0,1
2,2,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,56,9,1062,2,0
0,5,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,71,10,232,0,3
3,4,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,42,10,76,0,2
0,5,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,46,10,54,0,2
2,6,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,54,11,201,0,1
4,4,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,39,11,406,0,1
4,3,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,41,10,1919,3,0
2,5,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,47,10,662,0,3
0,3,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,33,9,41,0,2
2,6,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,59,9,1600,1,0
2,3,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,43,10,134,0,1
2,3,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,55,9,69,2,2
3,3,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,50,9,21,0,2
0,4,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,60,9,54,0,1
2,4,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,34,9,91,2,2
4,4,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,52,9,526,0,3
2,3,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,60,10,162,0,2
3,3,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,74,10,1008,1,0
2,5,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,71,11,240,0,1
4,4,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,45,10,795,0,3
2,3,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,41,10,1772,1,0
0,3,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,53,10,64,0,2
2,5,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,64,10,1957,5,0
2,3,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,45,10,78,0,2
2,4,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,43,10,1572,0,0
3,5,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,52,10,795,0,0
0,3,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,53,9,889,0,3
4,2,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,60,10,331,0,1
4,5,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,73,9,265,0,3
2,4,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,61,11,1065,0,0
3,5,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,72,10,11,0,2
2,4,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,44,10,21,0,1
2,5,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,53,11,17,0,1
2,3,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,49,11,369,0,1
4,3,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,55,9,38,0,1
0,4,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,45,10,177,0,1
4,5,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,53,10,279,0,0
3,3,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,42,10,62,0,1
4,3,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,46,10,1230,4,3
2,3,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,55,9,182,0,3
2,3,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,53,10,49,0,2
4,5,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,57,10,75,0,1
3,5,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,67,10,227,0,3
4,3,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,49,11,215,1,1
2,5,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,72,10,444,0,1
0,5,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,56,10,47,0,1
